analysis_identity,case_index,case,scenario_seed,simulation_seed,verified_metric_max_abs_error,verified_force_rmse_n_abs_error,verified_peak_force_n_abs_error,verified_tangent_rmse_mm_abs_error,verified_orientation_rmse_deg_abs_error,verified_contact_ratio_pct_abs_error,verified_torque_rms_nm_abs_error,verified_saturation_pct_abs_error,frozen_peak_force_n,replay_peak_force_n,frozen_gate_pass,frozen_failed_checks,peak_gate_failed,first_raw_contact_time_s,contact_confirm_time_s,contact_blend_99_time_s,global_peak_time_s,global_peak_after_first_contact_s,global_peak_force_n,global_peak_contact_phase,global_peak_motion_phase,post_contact_peak_time_s,post_contact_peak_force_n,post_contact_peak_contact_phase,post_contact_peak_motion_phase,peak_minimum_torque_headroom_nm,peak_contact_blend,peak_governed_normal_lead_m,peak_torque_projection_scale,peak_linear_velocity_x_m_s,peak_linear_velocity_y_m_s,peak_linear_velocity_z_m_s,peak_target_linear_velocity_x_m_s,peak_target_linear_velocity_y_m_s,peak_target_linear_velocity_z_m_s,peak_commanded_force_x_n,peak_commanded_force_y_n,peak_commanded_force_z_n,peak_commanded_torque_x_nm,peak_commanded_torque_y_nm,peak_commanded_torque_z_nm
post_reveal_replay:v0.5,10,blind_10,3368952493427191032,13339311572783859749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.12137052520345,61.12137052520345,no,force_rmse;peak_force,True,0.846,1.002,1.496,1.278,0.43200000000000005,61.12137052520345,confirmed_transition,wiping,1.278,61.12137052520345,confirmed_transition,wiping,6.56758331137395,0.5560000000000004,0.01,1.0,0.19719827774961138,0.017552058426861816,0.1496496610159173,0.0,0.06878329385898749,-0.004919021123366417,12.255801513473456,0.4455114129078541,10.798383324240413,-1.9708905971298043,1.5532327760685343,0.8914353558568392
post_reveal_replay:v0.5,11,blind_11,4985723986314484826,16966187773281696136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.82248629790654,42.82248629790654,no,peak_force,True,0.76,0.794,1.288,2.454,1.6940000000000002,42.82248629790654,blended_contact,wiping,2.454,42.82248629790654,blended_contact,wiping,8.15122475982961,1.0,0.008784187818502986,1.0,0.0049296149323898655,0.022117619107906092,-0.04654344208821165,0.0,-0.000347408611965536,-0.05026484745022731,13.233782066826693,2.101208439854128,-8.354338101742732,0.1259542448536125,0.5278069901856901,0.06962282824395447
post_reveal_replay:v0.5,12,blind_12,6318558907587832529,9857423924251884370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.38509826577407,32.38509826577407,yes,,False,0.362,0.388,0.882,2.932,2.57,32.38509826577407,blended_contact,wiping,2.932,32.38509826577407,blended_contact,wiping,7.2420617574656685,1.0,0.009558574964059152,1.0,0.008248308237619375,-0.030379915408457792,-0.04322181924089542,0.0,-0.03934974297444126,-0.04132346905967643,9.68955857216302,-3.721014083728575,-12.283355808476092,0.1384495834577371,-1.3916379615269447,0.04149038127099014
post_reveal_replay:v0.5,13,blind_13,2266360856331028307,12597869848009870893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.65353343837959,33.65353343837959,no,tangent_rmse,False,0.38,0.422,0.916,2.7960000000000003,2.4160000000000004,33.65353343837959,blended_contact,wiping,2.7960000000000003,33.65353343837959,blended_contact,wiping,7.990199436003336,1.0,0.01,1.0,0.007080329759997634,-0.014835103851264927,-0.049004809686867656,0.0,-0.029113035604362254,-0.045588571501178766,10.090921425670166,-2.129233730711091,-17.337458798502865,0.1558463071258554,-1.186167494778436,0.049673984349474246
post_reveal_replay:v0.5,14,blind_14,5664699892553429415,5312467931942670508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.8401414637421,32.8401414637421,no,tangent_rmse,False,0.326,0.34600000000000003,0.84,0.326,0.0,32.8401414637421,raw_contact,pre_wiping,0.326,32.8401414637421,raw_contact,pre_wiping,9.563838300763335,0.0,-0.005041892347976751,1.0,0.039101602773113496,-0.0015002405802262528,0.00818608788722227,0.0,0.0,0.0,0.0,0.015455212278715325,-9.025240934484376,-0.09145998832115242,-0.9872222366006815,0.011433880817928982
post_reveal_replay:v0.5,15,blind_15,15748750016057923799,3707057713348697014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.046849865527655,31.046849865527655,yes,,False,0.754,0.796,1.29,3.172,2.418,31.046849865527655,blended_contact,wiping,3.172,31.046849865527655,blended_contact,wiping,7.206796227796575,1.0,0.008933109263478234,1.0,0.006029664436147872,-0.04780901524327699,-0.03598979174680782,0.0,-0.05445150874407422,-0.030957581007181476,13.201712590535251,-3.6774623359784115,-2.1846755174995978,0.10025243200890266,0.4086559964048478,0.02557128988928952
post_reveal_replay:v0.5,16,blind_16,4056667601886005393,10980054781970848270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.45575089517458,41.45575089517458,no,peak_force,True,0.76,0.786,1.28,2.614,1.8539999999999999,41.45575089517458,blended_contact,wiping,2.614,41.45575089517458,blended_contact,wiping,8.359458721063756,1.0,0.009613034633948525,1.0,0.0051776169602010015,0.006407045970424538,-0.04988987683746211,0.0,-0.014143198677837445,-0.049201805846245984,13.522158301341765,0.4078634819173075,-9.106166356892354,0.07564943727438533,0.6636281896519813,0.03897030598578978
post_reveal_replay:v0.5,17,blind_17,3432959117752328276,7757180170299390242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.847029032867194,26.847029032867194,yes,,False,0.716,0.752,1.246,2.712,1.9960000000000002,26.847029032867194,blended_contact,wiping,2.712,26.847029032867194,blended_contact,wiping,7.609583921226259,1.0,0.01,1.0,0.009765373974888487,-0.008427694328990022,-0.047869506870352005,0.0,-0.022346475425785335,-0.04756565781732783,12.410314457131376,-1.270268885954684,-6.683074230429214,0.11430334050525319,0.06735803597713105,0.03260641496258654
post_reveal_replay:v0.5,18,blind_18,8441190078041215819,12461033608959630947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.636692058042016,34.636692058042016,no,tangent_rmse,False,0.364,0.384,0.878,2.638,2.274,34.636692058042016,blended_contact,wiping,2.638,34.636692058042016,blended_contact,wiping,8.040936411648415,1.0,0.01,1.0,0.006190857441948975,0.004613927158482267,-0.04990901485354273,0.0,-0.016176808483038735,-0.04886926068566163,9.782333705252393,-0.22307329697305378,-17.68661577531692,0.11345412540497123,-1.213148725103878,0.03511200228927248
post_reveal_replay:v0.5,19,blind_19,18345636818655476024,12945287634900908892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.46875734522821,45.46875734522821,no,peak_force,True,0.804,0.842,1.336,2.778,1.974,45.46875734522821,blended_contact,wiping,2.778,45.46875734522821,blended_contact,wiping,8.437393560658414,1.0,0.01,1.0,0.004777647812401451,-0.01306454202937391,-0.05138088156813958,0.0,-0.0276878239846234,-0.046055793303979145,13.321130121558713,-1.2376174824189003,-6.8800932852695915,0.11232003344822147,0.8783659886775692,0.029787409951331095
post_reveal_replay:v0.5,20,blind_20,4595252760521528541,6970030948923604672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.46997211214842,30.46997211214842,yes,,False,0.458,0.494,0.988,2.54,2.082,30.46997211214842,blended_contact,wiping,2.54,30.46997211214842,blended_contact,wiping,7.264970505278317,1.0,0.01,1.0,0.007467275853259198,0.004659546291153616,-0.048600863025081244,0.0,-0.007800073371843112,-0.04994435189845417,10.69465280912291,-0.20499151427591272,-9.903936315148222,0.10663081481535133,-0.8678951798111028,0.024950205454471797
post_reveal_replay:v0.5,21,blind_21,13431553198438227306,11638785163613676861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.690486018518605,39.690486018518605,no,peak_force;tangent_rmse,True,0.38,0.418,0.912,2.366,1.9860000000000002,39.690486018518605,blended_contact,wiping,2.366,39.690486018518605,blended_contact,wiping,7.50736900443017,1.0,0.01,1.0,0.00603867374671126,0.023667395683317077,-0.04414890407297875,0.0,0.007282070696187498,-0.049985703616976525,9.691198697503047,1.7104665016092473,-13.901255248605368,0.0862764612222032,-1.2377975514688342,0.025036121355422988
post_reveal_replay:v0.5,22,blind_22,308105591734041084,8511216903146091300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.90317695244012,28.90317695244012,yes,,False,0.406,0.452,0.9460000000000001,2.644,2.238,28.90317695244012,blended_contact,wiping,2.644,28.90317695244012,blended_contact,wiping,7.0977618850019795,1.0,0.01,1.0,0.008965100284460677,-0.006184666128868707,-0.04791821660917697,0.0,-0.016682983992026317,-0.04877916680491081,9.841660877983188,-1.1862270586138468,-11.307051794657616,0.12780481103134733,-1.3813994089586865,0.018294698661056576
post_reveal_replay:v0.5,23,blind_23,7762164895732114258,6393277573368700675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.69929994744956,67.69929994744956,no,peak_force,True,0.656,0.7020000000000001,1.196,0.838,0.18199999999999994,67.69929994744956,confirmed_transition,pre_wiping,0.838,67.69929994744956,confirmed_transition,pre_wiping,6.896241825129712,0.2760000000000002,0.01,1.0,0.13106413854036159,-0.013638303485248204,0.08615317289170323,0.0,0.0,0.0,9.70510573287269,-0.6108804348419068,4.613551137842384,0.011944265621651906,0.36261619951898644,-0.19822833135374973
post_reveal_replay:v0.5,24,blind_24,15801246096548403211,16623392689781011005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.05651260306577,28.05651260306577,no,tangent_rmse,False,0.34,0.36,0.854,2.718,2.378,28.05651260306577,blended_contact,wiping,2.718,28.05651260306577,blended_contact,wiping,8.03555731630206,1.0,0.009933334964922547,1.0,0.008288105209022078,-0.005057626869162712,-0.04910693757856191,0.0,-0.022838960909856702,-0.04744176989819425,9.03945324012174,-0.9369796362571634,-18.410953353303896,0.13821932507639462,-1.426736105969445,0.03982460263126285
post_reveal_replay:v0.5,25,blind_25,1867139436221958153,9399747717227457875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.179536465265837,25.179536465265837,yes,,False,0.368,0.41400000000000003,0.908,1.682,1.314,25.179536465265837,blended_contact,wiping,1.682,25.179536465265837,blended_contact,wiping,6.644771999402,1.0,0.01,1.0,0.012731187714491296,0.09327885490361669,-0.019859423967601472,0.0,0.05681976995705509,-0.02861799489050275,9.4694316173547,5.653229097776201,-10.043428911240262,-0.038624683931859694,-1.597608800224265,-0.11688389848860532
post_reveal_replay:v0.5,26,blind_26,11592432456378200421,12285592182587332778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.787045868927866,25.787045868927866,yes,,False,0.45,0.496,0.99,2.668,2.218,25.787045868927866,blended_contact,wiping,2.668,25.787045868927866,blended_contact,wiping,7.2948956371481195,1.0,0.01,1.0,0.010946528740401178,-0.008079114263785053,-0.0477670799407999,0.0,-0.01869791504103106,-0.04839111456309773,10.337710825696512,-1.3031840887929975,-10.285160252710158,0.12459670606100767,-0.9970329811033728,0.026789144426415213
post_reveal_replay:v0.5,27,blind_27,16523608553540347647,1571243207715084785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.66817775732467,39.66817775732467,no,peak_force,True,0.68,0.714,1.208,2.614,1.9339999999999997,39.66817775732467,blended_contact,wiping,2.614,39.66817775732467,blended_contact,wiping,7.536323999299942,1.0,0.01,1.0,0.00659250772423578,0.0003498332023343354,-0.0483065395350376,0.0,-0.014143198677837445,-0.049201805846245984,11.615386328177816,-0.3094213406873685,-8.480173441163958,0.12937325981079478,-0.37898015755326575,0.032378578179603684
post_reveal_replay:v0.5,28,blind_28,1511493531571902563,8975517840189399331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.59426445588008,56.59426445588008,no,peak_force,True,0.6880000000000001,0.796,1.29,0.754,0.06599999999999995,56.59426445588008,raw_contact,pre_wiping,0.754,56.59426445588008,raw_contact,pre_wiping,7.186258521454805,0.0,0.008156429179064562,1.0,0.08179074759733293,-0.004503624128439211,0.03731374284848954,0.0,0.0,0.0,7.500098263398648,-0.024100603344388613,5.050907470724136,0.02019159901603171,0.18082548897393513,0.02287802000268224
post_reveal_replay:v0.5,29,blind_29,16426500393162398356,3048709568809743662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.819932677185015,25.819932677185015,yes,,False,0.456,0.486,0.98,3.258,2.802,25.819932677185015,blended_contact,wiping,3.258,25.819932677185015,blended_contact,wiping,7.022478158263608,1.0,0.01,1.0,0.01236082192736689,-0.05604726185705188,-0.029552272384473777,0.0,-0.058725105128263184,-0.026505579593381047,11.187096347409193,-4.287192854005291,-7.989225415770484,0.15840944853686903,-0.8026952945531164,0.06492464644064705
post_reveal_replay:v0.5,30,blind_30,15222772503400557143,8585769581436669654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.65768663217559,23.65768663217559,yes,,False,0.34400000000000003,0.368,0.862,1.82,1.476,23.65768663217559,blended_contact,wiping,1.82,23.65768663217559,blended_contact,wiping,6.7674834378594895,1.0,0.01,1.0,0.00976503531751743,0.06731154341539176,-0.02516391681913697,0.0,0.049177815638330034,-0.03531903973064249,10.226155104153214,4.45550369570905,-10.984000909160631,-0.0739362042666317,-1.3628958007170073,-0.06866991797500491
post_reveal_replay:v0.5,31,blind_31,15963951439796675841,14785856109203389861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.26115615975274,47.26115615975274,no,peak_force,True,0.77,0.794,1.288,2.632,1.862,47.26115615975274,blended_contact,wiping,2.632,47.26115615975274,blended_contact,wiping,8.301136196110793,1.0,0.01,1.0,0.0032403720841712967,0.0029937529786900653,-0.049509775700930875,0.0,-0.015669713344294723,-0.04895657641481656,13.76234602081195,-0.5302174140309006,-7.48543619607645,0.08121386881720216,0.8578401445245915,0.04547431095393459
post_reveal_replay:v0.5,32,blind_32,9932953420175882799,1787605230633353366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.096799514984472,30.096799514984472,yes,,False,0.894,1.008,1.502,0.966,0.07199999999999995,30.096799514984472,raw_contact,pre_wiping,0.966,30.096799514984472,raw_contact,pre_wiping,7.424921188329965,0.0,0.01,1.0,0.07377969129031249,-0.0019538801685993973,0.04844652698860207,0.0,0.0,0.0,9.101931942745725,-0.13048729506859405,8.272053964966352,0.04184195144027365,1.2668861189947964,-0.025152071910920844
post_reveal_replay:v0.5,33,blind_33,7046938307046653326,380702564837712535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.55592242569627,36.55592242569627,no,peak_force;tangent_rmse,True,0.366,0.392,0.886,2.398,2.032,36.55592242569627,blended_contact,wiping,2.398,36.55592242569627,blended_contact,wiping,7.638932714869234,1.0,0.009789569073301585,1.0,0.007136564623621843,0.026065477828443418,-0.04511406733629037,0.0,0.0045131175486724075,-0.050158204194297944,10.03588550523828,1.679101646884494,-15.8416402120306,0.06011538434319192,-1.253085226118731,0.017798339774704332
post_reveal_replay:v0.5,34,blind_34,6608365354930343734,2244055173431547424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.09473617193833,26.09473617193833,yes,,False,0.742,0.762,1.256,2.588,1.846,26.09473617193833,blended_contact,wiping,2.588,26.09473617193833,blended_contact,wiping,7.479714420723925,1.0,0.009932671739004084,1.0,0.008314109368225686,0.002259711117453678,-0.047044496662705534,0.0,-0.011925663628971924,-0.04951155578752919,13.30043950917617,-0.11015567278104454,-5.11810328483006,0.09494812870335119,0.37901804569694514,0.034381031647194756
post_reveal_replay:v0.5,35,blind_35,12371753132793142249,5026973335044610631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.43754079277976,24.43754079277976,yes,,False,0.48,0.512,1.006,2.802,2.322,24.43754079277976,blended_contact,wiping,2.802,24.43754079277976,blended_contact,wiping,7.213819082853586,1.0,0.01,1.0,0.01168867010504775,-0.021800917783505347,-0.04486560002313278,0.0,-0.02958483198823267,-0.045427635649644485,10.232816785221118,-1.9338867499655832,-9.16903320882647,0.11797193424654578,-1.0125910058647267,0.013216696953093292
post_reveal_replay:v0.5,36,blind_36,17486143900228895629,1908510169880595116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.19379348564917,32.19379348564917,yes,,False,0.872,0.906,1.4000000000000001,2.85,1.9780000000000002,32.19379348564917,blended_contact,wiping,2.85,32.19379348564917,blended_contact,wiping,7.75106764723821,1.0,0.008575197925853706,1.0,0.00601516590452646,-0.022567522272883198,-0.04633959604660057,0.0,-0.033296423674752496,-0.04404797805307942,14.975101019775373,-1.6464855343812883,-0.6525655496913976,0.1633372304190347,1.4929166375820586,0.09938340084655214
post_reveal_replay:v0.5,37,blind_37,4778364348318005161,8264065467822704700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.49958501707389,31.49958501707389,no,force_rmse,False,0.982,1.006,1.5,2.67,1.688,31.49958501707389,blended_contact,wiping,2.67,31.49958501707389,blended_contact,wiping,7.84837624769634,1.0,0.01,1.0,0.005231478409400931,-0.007976017868309447,-0.04814285415456293,0.0,-0.018865083498895555,-0.04835678504967908,14.471401938830107,-0.3655315377141463,1.5628028023003617,0.11570026857054533,1.7862540679046628,0.0599309218847875
post_reveal_replay:v0.5,38,blind_38,16419433584203198316,15393748500866209412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.162256175702538,31.162256175702538,yes,,False,0.48,0.526,1.02,1.768,1.288,31.162256175702538,blended_contact,wiping,1.768,31.162256175702538,blended_contact,wiping,7.111340082755838,1.0,0.01,1.0,0.012038811740055824,0.09185603235390763,-0.01732888665786738,0.0,0.052244000619136505,-0.032908210370419064,11.329105548138642,7.216315127118597,-8.732551768433495,-0.11140391962759483,-0.6493977083105968,-0.08718622594951654
post_reveal_replay:v0.5,39,blind_39,16230882037532323995,12979726015522266593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.34779623625774,28.34779623625774,yes,,False,0.438,0.47600000000000003,0.97,2.834,2.396,28.34779623625774,blended_contact,wiping,2.834,28.34779623625774,blended_contact,wiping,7.288147313568322,1.0,0.009795095444207091,1.0,0.005187843679396537,-0.021461223275191357,-0.04667448335025899,0.0,-0.032072024680755054,-0.04452592529535156,10.290195790991186,-2.481666776672845,-10.654088480701747,0.1259872690280781,-1.0798668452496143,0.023303143924635658
post_reveal_replay:v0.5,40,blind_40,6962791529958519731,4121268961919417700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.49037724882996,64.49037724882996,no,force_rmse;peak_force,True,0.716,0.764,1.258,1.032,0.31600000000000006,64.49037724882996,confirmed_transition,pre_wiping,1.032,64.49037724882996,confirmed_transition,pre_wiping,6.367997682091274,0.5400000000000004,0.01,1.0,0.18562748540427598,-0.04006543898356573,0.1386520008247583,0.0,0.0,0.0,12.5379136042169,-0.8494385664191186,8.670377050583054,-0.37880424458284545,1.1020902249162767,0.22368079815766453
post_reveal_replay:v0.5,41,blind_41,17629201266240775912,14920663675138664996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.659520355676495,29.659520355676495,yes,,False,0.62,0.6920000000000001,1.186,2.74,2.12,29.659520355676495,blended_contact,wiping,2.74,29.659520355676495,blended_contact,wiping,7.744634562010204,1.0,0.009209981134383538,1.0,0.007692270544270088,-0.012211063224475053,-0.049218315349877174,0.0,-0.024633420675989087,-0.04696449506652821,11.755324382961858,-1.5968449796663444,-10.189030993519623,0.13540959855365964,-0.32901256457579825,0.048694377476168754
post_reveal_replay:v0.5,42,blind_42,14853935868330129831,15924154672467842439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.927080788600257,22.927080788600257,yes,,False,0.536,0.5720000000000001,1.066,1.668,1.132,22.927080788600257,blended_contact,wiping,1.668,22.927080788600257,blended_contact,wiping,6.5644874226941266,1.0,0.01,1.0,0.01049214867299877,0.07932855499840874,-0.013873016523016379,0.0,0.05750321814246912,-0.027886603279219113,11.595704852649988,5.881653876513394,-5.432226865038917,-0.04631191406010263,-0.7314649409682827,-0.02135212936409954
post_reveal_replay:v0.5,43,blind_43,17271684737988514838,16674642728411499993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.213635250396656,23.213635250396656,yes,,False,0.718,0.762,1.256,3.216,2.498,23.213635250396656,blended_contact,wiping,3.216,23.213635250396656,blended_contact,wiping,7.173516342567983,1.0,0.009070517333914618,1.0,0.010202068530150352,-0.05350929646504305,-0.03405251691329944,0.0,-0.056720693918135924,-0.0287217616032166,12.2372716905229,-4.226738035856437,-3.1397218233326014,0.10436401913475143,0.04410688244451191,0.021569486990306176
